id,brewery_id,latitude,longitude,accuracy
259,110,51.54399872,5.128499985,RANGE_INTERPOLATED
260,276,51.02280045,4.15719986,RANGE_INTERPOLATED
261,277,50.8105011,3.18569994,RANGE_INTERPOLATED
262,278,51.19680023,3.25270009,ROOFTOP
263,279,50.97100067,4.190999985,RANGE_INTERPOLATED
264,280,51.25149918,5.546000004,APPROXIMATE
265,281,51.0442009,4.325699806,APPROXIMATE
266,282,50.98820114,5.055399895,RANGE_INTERPOLATED
267,284,51.03250122,4.47300005,RANGE_INTERPOLATED
268,286,50.77629852,5.165999889,RANGE_INTERPOLATED
269,287,50.84389877,3.617000103,RANGE_INTERPOLATED
270,288,50.81800079,4.230700016,GEOMETRIC_CENTER
271,290,50.75859833,4.301199913,RANGE_INTERPOLATED
272,291,50.94620132,3.136199951,RANGE_INTERPOLATED
273,292,50.83100128,3.675899982,RANGE_INTERPOLATED
274,293,51.1167984,5.646399975,RANGE_INTERPOLATED
275,294,50.84170151,4.021299839,RANGE_INTERPOLATED
276,295,50.50180054,4.10860014,APPROXIMATE
277,296,50.84249878,2.636199951,RANGE_INTERPOLATED
278,297,51.44390106,4.738599777,RANGE_INTERPOLATED
279,298,51.09230042,3.00999999,RANGE_INTERPOLATED
280,299,51.12870026,3.478499889,RANGE_INTERPOLATED
281,300,50.85639954,3.884500027,RANGE_INTERPOLATED
282,301,50.86119843,2.661499977,ROOFTOP
283,302,50.77780151,4.887700081,RANGE_INTERPOLATED
284,303,50.92010117,3.2579,RANGE_INTERPOLATED
285,304,51.17660141,3.746200085,RANGE_INTERPOLATED
286,305,50.8321991,3.388400078,RANGE_INTERPOLATED
287,307,49.96220016,20.60029984,RANGE_INTERPOLATED
288,309,49.66220093,19.17420006,ROOFTOP
289,310,45.63800049,-89.41269684,RANGE_INTERPOLATED
290,311,38.25540161,-85.74410248,ROOFTOP
291,312,56.07460022,12.11610031,RANGE_INTERPOLATED
292,313,42.50830078,-89.03179932,APPROXIMATE
293,314,40.11190033,-76.50309753,ROOFTOP
294,317,39.70500183,-104.935997,RANGE_INTERPOLATED
295,318,36.74769974,-119.7720032,APPROXIMATE
296,319,41.24039841,-77.00569916,RANGE_INTERPOLATED
297,320,52.05599976,-2.717499971,APPROXIMATE
298,322,52.80649948,-1.622499943,GEOMETRIC_CENTER
299,323,39.72449875,-121.8479996,ROOFTOP
300,324,36.74769974,-119.7720032,APPROXIMATE
301,325,41.57130051,-71.05709839,RANGE_INTERPOLATED
302,326,41.16070175,-104.802002,ROOFTOP
303,327,42.65420151,-73.74810028,ROOFTOP
304,328,42.18439865,-122.663002,ROOFTOP
305,329,55.93579865,-3.229700089,RANGE_INTERPOLATED
306,330,35.93199921,-84.01200104,ROOFTOP
307,331,37.9734993,-122.5309982,APPROXIMATE
308,332,32.91469955,-117.1460037,ROOFTOP
309,333,42.36640167,-71.0911026,ROOFTOP
310,334,43.47449875,-79.67749786,RANGE_INTERPOLATED
311,335,41.49950027,-81.69539642,APPROXIMATE
312,336,52.13439941,-106.6480026,APPROXIMATE
313,337,42.61019897,-70.66639709,ROOFTOP
314,338,43.09489822,-89.51629639,ROOFTOP
315,339,38.89989853,-77.02719879,ROOFTOP
316,340,38.84109879,-77.0868988,ROOFTOP
317,341,41.12599945,-73.78959656,ROOFTOP
318,342,52.80419922,-6.729499817,GEOMETRIC_CENTER
319,343,52.71960068,-6.846000195,APPROXIMATE
320,344,55.66669846,12.53929996,RANGE_INTERPOLATED
321,345,56.90019989,12.54049969,GEOMETRIC_CENTER
322,346,-37.82310104,144.9669952,ROOFTOP
323,347,42.26890182,-89.09069824,ROOFTOP
324,348,36.67770004,-121.6559982,APPROXIMATE
325,349,35.62310028,-80.80110168,ROOFTOP
326,350,35.91030121,-79.0632019,RANGE_INTERPOLATED
327,351,37.27479935,-107.8799973,ROOFTOP
328,352,43.75479889,-71.396698,APPROXIMATE
329,354,43.64899826,-72.31929779,APPROXIMATE
330,355,41.96250153,-91.69180298,APPROXIMATE
331,356,30.26720047,-97.74310303,APPROXIMATE
332,357,49.18730164,-122.8499985,ROOFTOP
333,358,44.44189835,-89.27970123,ROOFTOP
334,359,14.61330032,-90.53530121,APPROXIMATE
335,360,25.70910072,-100.314003,RANGE_INTERPOLATED
336,363,-32.89020157,-68.84400177,APPROXIMATE
337,364,37.43159866,-78.6568985,APPROXIMATE
339,367,19.72190094,-101.2249985,RANGE_INTERPOLATED
340,368,-25.16880035,-50.12979889,GEOMETRIC_CENTER
341,369,-26.89139938,-49.12229919,GEOMETRIC_CENTER
342,370,37.1875,-3.601799965,GEOMETRIC_CENTER
343,371,35.13999939,-106.5999985,ROOFTOP
344,372,52.13209915,-0.4815,GEOMETRIC_CENTER
345,373,28.21260071,-80.67340088,ROOFTOP
346,374,40.74570084,-74.00859833,GEOMETRIC_CENTER
347,375,44.83420181,-87.3769989,APPROXIMATE
348,376,39.8022995,-105.0839996,ROOFTOP
349,377,36.14759827,-115.2979965,ROOFTOP
350,378,50.03549957,4.377699852,GEOMETRIC_CENTER
351,379,27.95870018,-82.50930023,ROOFTOP
352,380,39.76839828,-86.15799713,APPROXIMATE
353,339,43.80419922,-91.25260162,ROOFTOP
354,382,33.85749817,-117.8759995,APPROXIMATE
355,383,41.49950027,-81.69940186,ROOFTOP
356,384,40.65980148,-74.28299713,ROOFTOP
357,385,39.23080063,-76.67510223,ROOFTOP
358,386,50.94010162,6.956999779,ROOFTOP
359,387,35.22050095,-97.44390106,ROOFTOP
360,388,30.39599991,-88.88529968,APPROXIMATE
361,389,37.00130081,-121.5660019,ROOFTOP
362,390,37.97800064,-122.0309982,APPROXIMATE
363,391,47.67449951,-116.7839966,ROOFTOP
364,392,45.45819855,-94.42910004,RANGE_INTERPOLATED
365,393,42.41699982,-88.0739975,APPROXIMATE
366,394,42.35839844,-71.05979919,APPROXIMATE
367,396,43.31769943,-73.63999939,ROOFTOP
368,397,-34.87269974,138.572998,ROOFTOP
369,398,42.58929825,-74.94029999,GEOMETRIC_CENTER
370,399,39.75989914,-105.2190018,ROOFTOP
371,400,37.72729874,-89.21679688,APPROXIMATE
372,401,40.92219925,-98.35810089,APPROXIMATE
373,402,40.89419937,-77.19709778,GEOMETRIC_CENTER
374,403,43.53229904,-90.00990295,ROOFTOP
375,404,32.69760132,-117.1729965,RANGE_INTERPOLATED
376,405,41.53699875,-71.27960205,RANGE_INTERPOLATED
377,406,53.88460159,-1.265200019,APPROXIMATE
378,407,41.58549881,-93.6210022,ROOFTOP
379,408,44.08860016,-87.6576004,ROOFTOP
380,409,40.27949905,-75.21430206,RANGE_INTERPOLATED
381,410,40.43130112,-104.6880035,RANGE_INTERPOLATED
382,411,34.16960144,-118.1589966,ROOFTOP
383,412,40.80690002,-96.68170166,APPROXIMATE
384,413,29.9557991,-90.06410217,ROOFTOP
385,414,38.86980057,-106.9869995,RANGE_INTERPOLATED
386,415,40.87260056,-74.29640198,ROOFTOP
387,416,41.49950027,-81.69539642,APPROXIMATE
388,417,40.6935997,-89.58899689,APPROXIMATE
389,418,54.29119873,-0.840600014,APPROXIMATE
390,419,43.11470032,-89.65309906,ROOFTOP
391,420,31.72909927,-116.5780029,GEOMETRIC_CENTER
392,421,41.85390091,-88.27760315,RANGE_INTERPOLATED
393,422,38.23089981,-85.70549774,ROOFTOP
394,423,43.70759964,-70.31490326,RANGE_INTERPOLATED
395,424,50.60589981,3.388400078,APPROXIMATE
396,425,53.99990082,-1.501000047,GEOMETRIC_CENTER
397,426,42.26670074,-84.9641037,RANGE_INTERPOLATED
398,427,29.89940071,-90.10040283,APPROXIMATE
399,428,51.44210052,4.92320013,RANGE_INTERPOLATED
400,429,53.06060028,5.534200191,RANGE_INTERPOLATED
401,430,51.20259857,3.22420001,RANGE_INTERPOLATED
402,431,51.08110046,3.369899988,RANGE_INTERPOLATED
403,432,51.11589813,3.815799952,RANGE_INTERPOLATED
404,433,50.92290115,2.75180006,GEOMETRIC_CENTER
405,434,39.5583992,-79.35279846,APPROXIMATE
406,435,39.29040146,-76.61219788,APPROXIMATE
407,436,32.71530151,-117.1569977,APPROXIMATE
408,437,43.04809952,-88.3553009,ROOFTOP
409,438,38.23619843,-122.6399994,RANGE_INTERPOLATED
410,439,44.34780121,-87.82730103,APPROXIMATE
411,440,39.75529861,-104.9970016,ROOFTOP
412,441,44.04740143,-121.322998,ROOFTOP
413,442,33.9858017,-96.65149689,GEOMETRIC_CENTER
414,443,39.13610077,-84.50309753,APPROXIMATE
415,444,34.74729919,-92.2838974,ROOFTOP
416,445,47.94850159,-122.3050003,ROOFTOP
417,446,41.49950027,-81.69539642,APPROXIMATE
418,447,46.77130127,-123.0070038,ROOFTOP
419,448,51.53310013,6.421299934,ROOFTOP
420,449,45.52280045,-73.59279633,ROOFTOP
421,450,39.62820053,-106.0589981,GEOMETRIC_CENTER
422,452,38.54050064,-90.46070099,ROOFTOP
423,453,49.27659988,-123.1149979,RANGE_INTERPOLATED
424,454,29.9605999,-90.08709717,ROOFTOP
425,455,39.7541008,-105,APPROXIMATE
426,456,39.94779968,-75.22290039,ROOFTOP
427,457,49.26979828,-123.1320038,RANGE_INTERPOLATED
428,459,38.7682991,-75.31069946,GEOMETRIC_CENTER
429,460,51.52980042,7.469200134,ROOFTOP
430,461,39.80189896,-105.5139999,APPROXIMATE
431,462,45.70999908,-121.5149994,ROOFTOP
432,463,42.49300003,-82.97530365,RANGE_INTERPOLATED
433,464,37.71760178,-122.1819992,ROOFTOP
434,465,47.49209976,19.14220047,RANGE_INTERPOLATED
435,466,35.08449936,-106.651001,APPROXIMATE
436,467,53.34410095,-6.267499924,APPROXIMATE
437,468,42.50059891,-90.66459656,APPROXIMATE
438,469,35.60029984,-77.5970993,ROOFTOP
439,470,39.28070068,-76.5943985,ROOFTOP
440,471,28.01399994,-82.78759766,ROOFTOP
441,472,41.70750046,-86.89499664,APPROXIMATE
442,281,51.22060013,4.399700165,APPROXIMATE
443,474,-45.03310013,168.6609955,ROOFTOP
444,401,47.94540024,-122.3040009,RANGE_INTERPOLATED
445,476,40.45529938,-79.90429688,ROOFTOP
446,477,38.78139877,-76.22219849,RANGE_INTERPOLATED
447,478,38.57249832,-109.5510025,RANGE_INTERPOLATED
448,480,49.92110062,9.071499825,APPROXIMATE
449,481,40.57929993,-124.1529999,ROOFTOP
450,482,55.75579834,37.61759949,APPROXIMATE
451,483,44.44889832,-88.06040192,APPROXIMATE
452,484,51.81620026,9.864299774,ROOFTOP
453,485,37.97800064,-122.0339966,ROOFTOP
454,487,37.15530014,-121.6760025,RANGE_INTERPOLATED
455,489,52.66429901,0.159500003,APPROXIMATE
456,490,40.89110184,-77.47699738,ROOFTOP
457,491,38.40930176,-121.362999,ROOFTOP
458,492,47.80989838,-122.302002,ROOFTOP
459,493,39.26839828,-76.79940033,ROOFTOP
460,494,47.5603981,-122.387001,ROOFTOP
461,495,42.93239975,-72.28669739,RANGE_INTERPOLATED
462,496,47.61399841,-122.3160019,ROOFTOP
463,497,47.66880035,-122.3339996,ROOFTOP
464,498,-45.87200165,170.5180054,ROOFTOP
465,499,37.83129883,-122.2850037,APPROXIMATE
466,500,42.09809875,-88.27829742,RANGE_INTERPOLATED
467,501,40.81549835,-96.71050262,ROOFTOP
468,502,43.53250122,-90.00260162,APPROXIMATE
469,504,47.25600052,-122.4729996,ROOFTOP
470,505,36.68019867,-121.8040009,ROOFTOP
471,506,-36.94889832,174.8209991,APPROXIMATE
472,507,42.11119843,-80.11299896,ROOFTOP
473,508,43.11470032,-89.65309906,ROOFTOP
474,509,40.37070084,-105.526001,ROOFTOP
475,510,41.45589828,-122.8460007,RANGE_INTERPOLATED
476,511,47.56900024,11.09420013,ROOFTOP
477,512,43.10449982,-75.24520111,ROOFTOP
479,513,47.67010117,-122.1179962,APPROXIMATE
480,514,43.08440018,-89.47609711,RANGE_INTERPOLATED
481,515,37.38700104,-121.9929962,RANGE_INTERPOLATED
482,516,37.88550186,-122.0329971,APPROXIMATE
483,517,54.95479965,-1.657600045,GEOMETRIC_CENTER
485,519,51.69869995,-4.145599842,GEOMETRIC_CENTER
486,520,39.3219986,-120.163002,ROOFTOP
487,521,41.01169968,-95.22720337,APPROXIMATE
488,522,44.08119965,-103.2269974,RANGE_INTERPOLATED
489,523,37.37749863,-122.0299988,RANGE_INTERPOLATED
490,524,35.59529877,-120.6940002,ROOFTOP
491,525,34.22570038,-77.94470215,APPROXIMATE
492,526,47.04370117,-122.8970032,ROOFTOP
493,527,46.79259872,-92.09089661,RANGE_INTERPOLATED
494,528,41.66109848,-91.53019714,APPROXIMATE
495,529,35.19729996,-111.6480026,ROOFTOP
496,530,38.95000076,-92.33229828,ROOFTOP
497,531,44.90840149,-93.15380096,RANGE_INTERPOLATED
498,532,42.2030983,-87.93019867,GEOMETRIC_CENTER
499,534,54.77899933,9.435500145,ROOFTOP
500,535,28.07069969,-80.60119629,ROOFTOP
501,536,41.54330063,-87.67890167,RANGE_INTERPOLATED
502,537,43.1609993,-77.61090088,APPROXIMATE
503,538,48.29919815,-122.6520004,RANGE_INTERPOLATED
504,539,42.95610046,-78.89659882,ROOFTOP
505,540,39.7582016,-104.9899979,ROOFTOP
506,541,39.91210175,-74.9701004,ROOFTOP
507,542,50.68180084,4.954699993,APPROXIMATE
508,543,36.09730148,-80.25090027,ROOFTOP
509,544,38.97729874,-76.49479675,ROOFTOP
510,545,40.58319855,-105.0419998,ROOFTOP
511,548,38.80479813,-77.04689789,APPROXIMATE
512,549,42.95849991,-85.67350006,ROOFTOP
513,550,41.80889893,-88.01119995,APPROXIMATE
514,551,33.41939926,-111.9160004,ROOFTOP
515,552,44.03419876,-88.56079865,RANGE_INTERPOLATED
516,553,44.26779938,-88.47309875,RANGE_INTERPOLATED
517,554,41.49900055,-72.90070343,APPROXIMATE
518,555,39.3628006,-77.42649841,ROOFTOP
519,556,38.97180176,-95.23570251,ROOFTOP
